Day of Week,Date,Hour ending,Hourly volume Eastbound,HCV % Eastbound,Hourly volume Westbound,HCV % Westbound,Total volume,Total % HCV
Tue, Apr 26 2011,0100,290,6.9,369,7,659,7
Tue, Apr 26 2011,0200,213,11.7,282,10.6,495,11.1
Tue, Apr 26 2011,0300,134,14.9,196,15.8,330,15.5
Tue, Apr 26 2011,0400,92,21.7,76,25,168,23.2
Tue, Apr 26 2011,0500,115,13,118,22.9,233,18
Tue, Apr 26 2011,0600,425,9.4,224,25.4,649,14.9
Tue, Apr 26 2011,0700,874,10.1,711,16.9,1585,13.1
Tue, Apr 26 2011,0800,1190,18.9,1468,16.8,2658,17.8
Tue, Apr 26 2011,0900,2616,11.5,3466,13,6082,12.3
Tue, Apr 26 2011,1000,3351,9,4107,9.3,7458,9.2
Tue, Apr 26 2011,1100,2693,12.7,3017,11.9,5710,12.3
Tue, Apr 26 2011,1200,2475,14.3,2735,13.7,5210,14
Tue, Apr 26 2011,1300,2560,14.2,2905,11.7,5465,12.9
Tue, Apr 26 2011,1400,2822,12.3,2953,12.9,5775,12.6
Tue, Apr 26 2011,1500,3181,12.4,2915,11.5,6096,12
Tue, Apr 26 2011,1600,3178,12.3,3009,10.4,6187,11.4
Tue, Apr 26 2011,1700,3332,10.7,3141,10.2,6473,10.5
Tue, Apr 26 2011,1800,3980,8.2,3417,7.9,7397,8
Tue, Apr 26 2011,1900,4816,5.3,3677,6.6,8493,5.8
Tue, Apr 26 2011,2000,3747,5.6,2864,5.1,6611,5.4
Tue, Apr 26 2011,2100,2438,6.9,2026,5,4464,6
Tue, Apr 26 2011,2200,1694,7.2,1587,5.2,3281,6.2
Tue, Apr 26 2011,2300,1243,5,1236,5.6,2479,5.3
Tue, Apr 26 2011,2400,951,5.6,1025,5.9,1976,5.7
Wed, Apr 27 2011,0100,576,8.5,745,7,1321,7.6
Wed, Apr 27 2011,0200,339,15.6,415,11.1,754,13.1
Wed, Apr 27 2011,0300,140,22.9,233,19.7,373,20.9
Wed, Apr 27 2011,0400,113,19.5,110,25.5,223,22.4
Wed, Apr 27 2011,0500,159,18.9,114,30.7,273,23.8
Wed, Apr 27 2011,0600,443,14.7,280,28.9,723,20.2
Wed, Apr 27 2011,0700,833,11.9,674,17.2,1507,14.3
Wed, Apr 27 2011,0800,1272,18.9,1549,20.5,2821,19.8
Wed, Apr 27 2011,0900,2770,12.2,3461,11.6,6231,11.9
Wed, Apr 27 2011,1000,3513,9.2,4285,8.1,7798,8.6
Wed, Apr 27 2011,1100,2923,11.5,3123,10.8,6046,11.1
Wed, Apr 27 2011,1200,2618,14.5,2923,13.2,5541,13.8
Wed, Apr 27 2011,1300,2670,13.2,3061,12.2,5731,12.7
Wed, Apr 27 2011,1400,2912,12.6,3036,14.1,5948,13.4
Wed, Apr 27 2011,1500,3190,13,2916,12.4,6106,12.7
Wed, Apr 27 2011,1600,3205,11.7,3015,11.1,6220,11.4
Wed, Apr 27 2011,1700,3388,11,3192,9.3,6580,10.2
Wed, Apr 27 2011,1800,4080,8.4,3612,8,7692,8.2
Wed, Apr 27 2011,1900,4746,5.1,4007,6.8,8753,5.8
Wed, Apr 27 2011,2000,3799,5,3141,6.2,6940,5.5
Wed, Apr 27 2011,2100,2538,7.4,2210,5.4,4748,6.4
Wed, Apr 27 2011,2200,1840,5.2,1773,4.2,3613,4.7
Wed, Apr 27 2011,2300,1497,4,1404,4.3,2901,4.1
Wed, Apr 27 2011,2400,1113,4.4,1193,3.4,2306,3.9
Thu, Apr 28 2011,0100,606,7.3,825,6.3,1431,6.7
Thu, Apr 28 2011,0200,337,13.9,413,9.7,750,11.6
Thu, Apr 28 2011,0300,130,17.7,210,22.4,340,20.6
Thu, Apr 28 2011,0400,107,24.3,101,25.7,208,25
Thu, Apr 28 2011,0500,148,22.3,136,22.8,284,22.5
Thu, Apr 28 2011,0600,389,10.3,230,25.2,619,15.8
Thu, Apr 28 2011,0700,769,12.5,628,19.3,1397,15.5
Thu, Apr 28 2011,0800,1145,18.3,1510,21.4,2655,20
Thu, Apr 28 2011,0900,2734,12.5,3504,11.6,6238,12
Thu, Apr 28 2011,1000,3522,8.4,4295,8.5,7817,8.5
Thu, Apr 28 2011,1100,2898,12.5,3258,10.7,6156,11.6
Thu, Apr 28 2011,1200,2492,13.8,2832,12.5,5324,13.1
Thu, Apr 28 2011,1300,2802,15.3,2974,12.1,5776,13.7
Thu, Apr 28 2011,1400,3103,11.5,3079,14.3,6182,12.9
Thu, Apr 28 2011,1500,3335,11.6,2853,11.6,6188,11.6
Thu, Apr 28 2011,1600,3416,10.4,3292,10.2,6708,10.3
Thu, Apr 28 2011,1700,3506,10.7,3373,8.5,6879,9.6
Thu, Apr 28 2011,1800,4115,8.1,3829,8.3,7944,8.2
Thu, Apr 28 2011,1900,4768,5.3,4091,6.7,8859,6
Thu, Apr 28 2011,2000,3838,4.8,3365,6.2,7203,5.4
Thu, Apr 28 2011,2100,2598,5.5,2427,4.8,5025,5.2
Thu, Apr 28 2011,2200,2014,4.4,1985,4.5,3999,4.5
Thu, Apr 28 2011,2300,1750,4.2,1620,3.8,3370,4
Thu, Apr 28 2011,2400,1122,5.6,1354,2.8,2476,4.1
Fri, Apr 29 2011,0100,713,5,923,7.3,1636,6.3
Fri, Apr 29 2011,0200,402,8.2,490,10,892,9.2
Fri, Apr 29 2011,0300,176,14.8,262,11.8,438,13
Fri, Apr 29 2011,0400,141,17.7,125,22.4,266,19.9
Fri, Apr 29 2011,0500,190,21.1,156,25.6,346,23.1
Fri, Apr 29 2011,0600,414,11.1,275,19.6,689,14.5
Fri, Apr 29 2011,0700,708,13.1,631,17.9,1339,15.4
Fri, Apr 29 2011,0800,1142,20.4,1560,24.1,2702,22.5
Fri, Apr 29 2011,0900,2599,12.7,3148,12.4,5747,12.5
Fri, Apr 29 2011,1000,3314,10,4119,10.3,7433,10.2
Fri, Apr 29 2011,1100,2720,13.2,3093,12.6,5813,12.9
Fri, Apr 29 2011,1200,2548,13.9,2782,13,5330,13.4
Fri, Apr 29 2011,1300,2666,15.3,2986,13.1,5652,14.1
Fri, Apr 29 2011,1400,3075,12.1,3303,12.5,6378,12.3
Fri, Apr 29 2011,1500,3463,11.6,3414,10.7,6877,11.2
Fri, Apr 29 2011,1600,3649,11,3447,9.5,7096,10.2
Fri, Apr 29 2011,1700,3773,9,3821,9.2,7594,9.1
Fri, Apr 29 2011,1800,4273,7.2,3795,6.7,8068,7
Fri, Apr 29 2011,1900,4348,5.7,3604,7.8,7952,6.7
Fri, Apr 29 2011,2000,3465,5.7,2982,6.4,6447,6
Fri, Apr 29 2011,2100,2574,5.9,2370,4.6,4944,5.2
Fri, Apr 29 2011,2200,1967,7.1,1869,4,3836,5.6
Fri, Apr 29 2011,2300,1507,5.2,1372,5.1,2879,5.2
Fri, Apr 29 2011,2400,1071,4.6,1227,4.8,2298,4.7
Sat, Apr 30 2011,0100,715,5.7,1002,6.1,1717,5.9
Sat, Apr 30 2011,0200,494,8.3,500,5.8,994,7
Sat, Apr 30 2011,0300,278,12.2,395,8.4,673,10
Sat, Apr 30 2011,0400,239,14.6,199,13.6,438,14.2
Sat, Apr 30 2011,0500,219,15.5,200,17,419,16.2
Sat, Apr 30 2011,0600,455,10.3,255,18.8,710,13.4
Sat, Apr 30 2011,0700,658,6.7,504,13.1,1162,9.5
Sat, Apr 30 2011,0800,776,12.1,735,15.8,1511,13.9
Sat, Apr 30 2011,0900,1137,12.8,1026,11,2163,12
Sat, Apr 30 2011,1000,1343,8.3,1554,8.4,2897,8.4
Sat, Apr 30 2011,1100,1798,6.5,2249,6.1,4047,6.3
Sat, Apr 30 2011,1200,2074,6.1,2378,5,4452,5.5
Sat, Apr 30 2011,1300,2615,4.7,2874,4,5489,4.3
Sat, Apr 30 2011,1400,2997,4.2,3026,3.9,6023,4.1
Sat, Apr 30 2011,1500,3066,3.2,2984,2.8,6050,3
Sat, Apr 30 2011,1600,3040,2.7,2941,2.8,5981,2.7
Sat, Apr 30 2011,1700,2715,2.9,2636,2.5,5351,2.7
Sat, Apr 30 2011,1800,2531,2.5,2482,2.1,5013,2.3
Sat, Apr 30 2011,1900,2415,2.8,2493,3.9,4908,3.3
Sat, Apr 30 2011,2000,2294,3.7,2321,2.8,4615,3.3
Sat, Apr 30 2011,2100,1941,3.7,1870,3,3811,3.3
Sat, Apr 30 2011,2200,1399,3.9,1451,2.6,2850,3.2
Sat, Apr 30 2011,2300,1030,3,957,2.5,1987,2.8
Sat, Apr 30 2011,2400,763,3.8,857,3,1620,3.4
Sun, May 1 2011,0100,656,3.4,696,4.2,1352,3.8
Sun, May 1 2011,0200,417,5,531,3.6,948,4.2
Sun, May 1 2011,0300,306,6.5,450,5.3,756,5.8
Sun, May 1 2011,0400,214,5.1,236,8.1,450,6.7
Sun, May 1 2011,0500,224,6.7,214,7,438,6.8
Sun, May 1 2011,0600,382,4.7,261,8.8,643,6.4
Sun, May 1 2011,0700,564,2.3,390,5.9,954,3.8
Sun, May 1 2011,0800,592,4.9,454,3.7,1046,4.4
Sun, May 1 2011,0900,734,4.1,661,11.8,1395,7.7
Sun, May 1 2011,1000,807,4.1,931,6.3,1738,5.3
Sun, May 1 2011,1100,1197,3.1,1318,4.2,2515,3.7
Sun, May 1 2011,1200,1590,3.3,1802,2.2,3392,2.7
Sun, May 1 2011,1300,2173,2.1,2335,2.3,4508,2.2
Sun, May 1 2011,1400,2935,1.9,2795,1.7,5730,1.8
Sun, May 1 2011,1500,3296,2,2882,1.3,6178,1.7
Sun, May 1 2011,1600,3262,1.9,2816,1.4,6078,1.7
Sun, May 1 2011,1700,2694,1.3,2580,1.4,5274,1.3
Sun, May 1 2011,1800,2694,1.3,2302,1.7,4996,1.5
Sun, May 1 2011,1900,2535,2.1,2465,2.2,5000,2.1
Sun, May 1 2011,2000,2498,2.9,2723,1.9,5221,2.4
Sun, May 1 2011,2100,2078,3.6,2070,2.9,4148,3.2
Sun, May 1 2011,2200,1579,2.8,1614,2.7,3193,2.8
Sun, May 1 2011,2300,1156,2.3,1102,2.6,2258,2.5
Sun, May 1 2011,2400,862,3,964,1.7,1826,2.3
Mon, May 2 2011,0100,659,2.6,838,1.9,1497,2.2
Mon, May 2 2011,0200,349,4.6,556,5.4,905,5.1
Mon, May 2 2011,0300,188,4.3,272,4.4,460,4.3
Mon, May 2 2011,0400,179,8.4,173,5.8,352,7.1
Mon, May 2 2011,0500,189,10.1,170,12.4,359,11.1
Mon, May 2 2011,0600,423,6.9,219,11.4,642,8.4
Mon, May 2 2011,0700,614,4.9,478,9,1092,6.7
Mon, May 2 2011,0800,616,8,707,14.9,1323,11.6
Mon, May 2 2011,0900,809,7.2,756,10.8,1565,8.9
Mon, May 2 2011,1000,880,8.9,996,9.9,1876,9.4
Mon, May 2 2011,1100,1032,9.6,1153,8,2185,8.7
Mon, May 2 2011,1200,1450,5.4,1564,5.3,3014,5.3
Mon, May 2 2011,1300,1944,4.9,2139,4.4,4083,4.7
Mon, May 2 2011,1400,2797,3.3,2589,2.8,5386,3.1
Mon, May 2 2011,1500,3065,3,2877,3.6,5942,3.3
Mon, May 2 2011,1600,3368,3.1,2657,1.8,6025,2.5
Mon, May 2 2011,1700,3050,2.5,2672,2.4,5722,2.5
Mon, May 2 2011,1800,2732,2.3,2764,2.3,5496,2.3
Mon, May 2 2011,1900,2777,2.4,2835,2.4,5612,2.4
Mon, May 2 2011,2000,2767,3.1,2555,2.3,5322,2.7
Mon, May 2 2011,2100,2349,4,2074,2.6,4423,3.3
Mon, May 2 2011,2200,1835,2.8,1733,3.7,3568,3.3
Mon, May 2 2011,2300,1344,2.8,1226,4,2570,3.4
Mon, May 2 2011,2400,953,3.6,1079,3.3,2032,3.4
Tue, May 3 2011,0100,570,3.9,811,3.1,1381,3.4
Tue, May 3 2011,0200,290,9.3,387,8,677,8.6
Tue, May 3 2011,0300,123,15.4,213,19.7,336,18.2
Tue, May 3 2011,0400,102,15.7,107,18.7,209,17.2
Tue, May 3 2011,0500,139,21.6,99,34.3,238,26.9
Tue, May 3 2011,0600,408,15.2,219,24.7,627,18.5
Tue, May 3 2011,0700,979,9.5,731,21.3,1710,14.6
Tue, May 3 2011,0800,1310,19.8,1564,15.6,2874,17.5
Tue, May 3 2011,0900,3026,10,3946,10.7,6972,10.4
Tue, May 3 2011,1000,4071,8,4783,7.9,8854,8
Tue, May 3 2011,1100,3073,10.9,3412,9.6,6485,10.3
Tue, May 3 2011,1200,2340,16.2,2772,14.1,5112,15.1
Tue, May 3 2011,1300,2565,16.1,2606,15.2,5171,15.6
Tue, May 3 2011,1400,2599,16.5,2750,14.7,5349,15.6
Tue, May 3 2011,1500,2745,13.7,2713,13,5458,13.4
Tue, May 3 2011,1600,2884,14.1,2963,14.4,5847,14.3
Tue, May 3 2011,1700,3149,13.1,2952,11.6,6101,12.4
Tue, May 3 2011,1800,4044,8.4,3596,8.9,7640,8.6
Tue, May 3 2011,1900,4808,5.5,3921,6.8,8729,6.1
Tue, May 3 2011,2000,3951,5.9,3085,7,7036,6.4
Tue, May 3 2011,2100,2369,7.6,1949,6.1,4318,6.9
Tue, May 3 2011,2200,1727,7.4,1527,4.6,3254,6.1
Tue, May 3 2011,2300,1435,5.6,1243,6.7,2678,6.1
Tue, May 3 2011,2400,987,5.8,1084,4.7,2071,5.2
Wed, May 4 2011,0100,567,10.4,684,9.1,1251,9.7
Wed, May 4 2011,0200,289,15.9,422,11.1,711,13.1
Wed, May 4 2011,0300,140,23.6,244,23.8,384,23.7
Wed, May 4 2011,0400,129,23.3,140,26.4,269,24.9
Wed, May 4 2011,0500,146,22.6,116,28.4,262,25.2
Wed, May 4 2011,0600,377,14.3,238,25.6,615,18.7
Wed, May 4 2011,0700,836,11.5,583,22.1,1419,15.9
Wed, May 4 2011,0800,1336,19.6,1663,21.3,2999,20.6
Wed, May 4 2011,0900,3107,11,3981,11.3,7088,11.1
Wed, May 4 2011,1000,3984,8.1,4842,7.6,8826,7.8
Wed, May 4 2011,1100,3113,11.8,3607,9.9,6720,10.8
Wed, May 4 2011,1200,2620,15.2,2713,14.2,5333,14.6
Wed, May 4 2011,1300,2467,15.6,2707,14,5174,14.8
Wed, May 4 2011,1400,2750,14.1,2822,13.2,5572,13.6
Wed, May 4 2011,1500,2898,14.1,2860,14.2,5758,14.2
Wed, May 4 2011,1600,2973,14.6,2881,12.6,5854,13.6
Wed, May 4 2011,1700,3273,12,3077,11.5,6350,11.8
Wed, May 4 2011,1800,4112,8.5,3601,9.2,7713,8.8
Wed, May 4 2011,1900,4905,5.1,4068,6.5,8973,5.7
Wed, May 4 2011,2000,4048,5.5,3106,7,7154,6.2
Wed, May 4 2011,2100,2528,6.4,2153,5.7,4681,6.1
Wed, May 4 2011,2200,2000,6.2,1676,4.2,3676,5.3
Wed, May 4 2011,2300,1499,5.3,1448,4.8,2947,5.1
Wed, May 4 2011,2400,1008,6.1,1324,4.2,2332,5
Wed, May 18 2011,0100,321,13.4,448,9.8,769,11.3
Wed, May 18 2011,0200,236,16.1,344,16,580,16
Wed, May 18 2011,0300,151,19.9,239,27.2,390,24.4
Wed, May 18 2011,0400,121,26.4,129,31,250,28.8
Wed, May 18 2011,0500,168,24.4,127,25.2,295,24.7
Wed, May 18 2011,0600,433,15.9,232,27.2,665,19.8
Wed, May 18 2011,0700,1018,16,769,19.6,1787,17.6
Wed, May 18 2011,0800,1461,18.8,1831,21.9,3292,20.5
Wed, May 18 2011,0900,3171,10.2,4218,10.5,7389,10.4
Wed, May 18 2011,1000,4038,8.5,4653,7.2,8691,7.8
Wed, May 18 2011,1100,3170,12,3537,10.7,6707,11.3
Wed, May 18 2011,1200,2629,14,2676,14.7,5305,14.3
Wed, May 18 2011,1300,2739,14.9,2603,13,5342,14
Wed, May 18 2011,1400,2893,14.9,2834,14.8,5727,14.9
Wed, May 18 2011,1500,2917,13.3,2903,14.9,5820,14.1
Wed, May 18 2011,1600,3129,12,3112,11.5,6241,11.7
Wed, May 18 2011,1700,3423,10.8,3416,10.8,6839,10.8
Wed, May 18 2011,1800,4359,8.4,3734,8.4,8093,8.4
Wed, May 18 2011,1900,4939,5.2,4169,6.2,9108,5.6
Wed, May 18 2011,2000,4136,5.1,3237,6.9,7373,5.9
Wed, May 18 2011,2100,2572,7,2383,5.2,4955,6.1
Wed, May 18 2011,2200,1987,6.6,1671,5.5,3658,6.1
Wed, May 18 2011,2300,1672,5.7,1551,3.3,3223,4.6
Wed, May 18 2011,2400,1165,6,1441,3.9,2606,4.8
Thu, May 19 2011,0100,815,12.3,1018,7.9,1833,9.8
Thu, May 19 2011,0200,419,11,619,14.7,1038,13.2
Thu, May 19 2011,0300,156,26.3,234,10.7,390,16.9
Thu, May 19 2011,0400,139,27.3,187,37.4,326,33.1
Thu, May 19 2011,0500,170,22.4,157,26.1,327,24.2
Thu, May 19 2011,0600,410,14.1,298,24.2,708,18.4
Thu, May 19 2011,0700,870,16,690,23,1560,19.1
Thu, May 19 2011,0800,1420,19.9,1871,22.7,3291,21.5
Thu, May 19 2011,0900,3168,11.4,3958,10.2,7126,10.7
Thu, May 19 2011,1000,4060,8.6,4713,8.5,8773,8.6
Thu, May 19 2011,1100,3235,10.8,3604,9.4,6839,10.1
Thu, May 19 2011,1200,1966,14.5,2528,13.4,4494,13.9
Thu, May 19 2011,1300,2800,14.5,2493,13.6,5293,14.1
Thu, May 19 2011,1400,2343,16,2681,16.1,5024,16
Thu, May 19 2011,1500,3171,14.5,2774,14.1,5945,14.3
Thu, May 19 2011,1600,2042,10.7,2995,11.2,5037,11
Thu, May 19 2011,1700,3154,10.4,3034,9.5,6188,10
Thu, May 19 2011,1800,4660,9.9,3745,7.9,8405,9
Thu, May 19 2011,1900,5232,5.6,4351,6.6,9583,6
Thu, May 19 2011,2000,4318,4.8,3459,8.4,7777,6.4
Thu, May 19 2011,2100,2842,6.4,2542,5.2,5384,5.8
Thu, May 19 2011,2200,2172,6.2,1966,4.3,4138,5.3
Thu, May 19 2011,2300,1778,5.2,1800,3.5,3578,4.3
Thu, May 19 2011,2400,1173,5.2,1297,5.6,2470,5.4
Fri, May 20 2011,0100,694,5.3,913,6,1607,5.7
Fri, May 20 2011,0200,429,12.6,495,10.9,924,11.7
Fri, May 20 2011,0300,177,19.8,320,22.5,497,21.5
Fri, May 20 2011,0400,148,23.6,120,32.5,268,27.6
Fri, May 20 2011,0500,194,24.7,159,26.4,353,25.5
Fri, May 20 2011,0600,480,12.3,271,29.5,751,18.5
Fri, May 20 2011,0700,1028,15.5,769,19.4,1797,17.1
Fri, May 20 2011,0800,1394,20.9,1708,23,3102,22
Fri, May 20 2011,0900,3063,12.1,3663,11.9,6726,12
Fri, May 20 2011,1000,3824,8.9,4629,9.1,8453,9
Fri, May 20 2011,1100,3107,12.3,3450,11.5,6557,11.9
Fri, May 20 2011,1200,2672,15.1,2824,13.1,5496,14.1
Fri, May 20 2011,1300,2764,15.1,2917,13,5681,14
Fri, May 20 2011,1400,3094,14.4,3125,13.6,6219,14
Fri, May 20 2011,1500,3242,12.6,3145,11.4,6387,12
Fri, May 20 2011,1600,3470,12.1,3500,10,6970,11.1
Fri, May 20 2011,1700,3883,9.6,3789,9,7672,9.3
Fri, May 20 2011,1800,4412,6.8,3794,7.1,8206,6.9
Fri, May 20 2011,1900,4102,5.2,4029,6.2,8131,5.7
Fri, May 20 2011,2000,3609,4.8,3183,5.1,6792,4.9
Fri, May 20 2011,2100,2922,6,2677,3.5,5599,4.8
Fri, May 20 2011,2200,2110,5.5,1992,3.3,4102,4.4
Fri, May 20 2011,2300,1602,4.7,1607,3.9,3209,4.3
Fri, May 20 2011,2400,1234,3.9,1170,4.4,2404,4.1
Sat, May 21 2011,0100,787,5.1,1109,5,1896,5.1
Sat, May 21 2011,0200,545,7.3,577,7.1,1122,7.2
Sat, May 21 2011,0300,321,12.5,469,8.7,790,10.3
Sat, May 21 2011,0400,223,15.7,216,9.7,439,12.8
Sat, May 21 2011,0500,235,14.5,238,14.7,473,14.6
Sat, May 21 2011,0600,502,10,282,17.4,784,12.6
Sat, May 21 2011,0700,814,7.4,563,10.3,1377,8.6
Sat, May 21 2011,0800,903,11.7,914,20.9,1817,16.3
Sat, May 21 2011,0900,1411,10.4,1119,10.5,2530,10.4
Sat, May 21 2011,1000,1715,7.8,1701,7.2,3416,7.5
Sat, May 21 2011,1100,2160,6.9,2323,5.9,4483,6.4
Sat, May 21 2011,1200,2223,6.4,2512,5.3,4735,5.8
Sat, May 21 2011,1300,2467,5.4,2723,5.3,5190,5.3
Sat, May 21 2011,1400,2719,4.2,2867,4.9,5586,4.6
Sat, May 21 2011,1500,3052,3.3,2954,2.8,6006,3
Sat, May 21 2011,1600,3196,3.1,3342,2.7,6538,2.9
Sat, May 21 2011,1700,2957,2.9,3078,2,6035,2.4
Sat, May 21 2011,1800,2828,2.7,2844,1.9,5672,2.3
Sat, May 21 2011,1900,2608,2.4,2607,3.9,5215,3.1
Sat, May 21 2011,2000,2286,4.4,2161,2.9,4447,3.6
Sat, May 21 2011,2100,1994,3.8,1899,2.4,3893,3.1
Sat, May 21 2011,2200,1681,3.1,1813,1.9,3494,2.5
Sat, May 21 2011,2300,1056,2.5,1070,2.1,2126,2.3
Sat, May 21 2011,2400,867,2.8,887,3.3,1754,3
Sun, May 22 2011,0100,696,4.5,814,2.5,1510,3.4
Sun, May 22 2011,0200,518,4.6,734,3.3,1252,3.8
Sun, May 22 2011,0300,463,5,691,4.6,1154,4.8
Sun, May 22 2011,0400,259,5.8,364,5.8,623,5.8
Sun, May 22 2011,0500,242,4.5,224,8,466,6.2
Sun, May 22 2011,0600,450,4,299,5,749,4.4
Sun, May 22 2011,0700,596,3.4,474,4.6,1070,3.9
Sun, May 22 2011,0800,605,6.4,520,13.3,1125,9.6
Sun, May 22 2011,0900,802,5.7,649,6.6,1451,6.1
Sun, May 22 2011,1000,904,4.8,873,5,1777,4.9
Sun, May 22 2011,1100,1324,4.2,1448,3.9,2772,4
Sun, May 22 2011,1200,1556,3.3,1846,3.3,3402,3.3
Sun, May 22 2011,1300,1997,2.7,2390,2.6,4387,2.7
Sun, May 22 2011,1400,2428,2.3,2949,2.1,5377,2.2
Sun, May 22 2011,1500,2936,1.9,3038,1.9,5974,1.9
Sun, May 22 2011,1600,3180,2.7,2889,2.1,6069,2.4
Sun, May 22 2011,1700,3103,1.9,2815,2.1,5918,2
Sun, May 22 2011,1800,2766,2,2537,2.2,5303,2.1
Sun, May 22 2011,1900,2784,2.7,2574,2.6,5358,2.6
Sun, May 22 2011,2000,2809,3.2,2758,4,5567,3.6
Sun, May 22 2011,2100,2593,4.4,2402,2.5,4995,3.5
Sun, May 22 2011,2200,2027,3.1,2031,2.7,4058,2.9
Sun, May 22 2011,2300,1468,2.9,1419,3.8,2887,3.3
Sun, May 22 2011,2400,1109,3.6,1025,3.6,2134,3.6
Mon, May 23 2011,0100,691,5.5,931,3.9,1622,4.6
Mon, May 23 2011,0200,395,5.8,629,6.2,1024,6.1
Mon, May 23 2011,0300,174,11.5,284,6.7,458,8.5
Mon, May 23 2011,0400,130,22.3,158,20.3,288,21.2
Mon, May 23 2011,0500,194,18,126,27.8,320,21.9
Mon, May 23 2011,0600,506,10.7,342,18.7,848,13.9
