Day of Week,Date,Hour ending,Hourly volume Eastbound,HCV % Eastbound,Hourly volume Westbound,HCV % Westbound,Total volume,Total % HCV
Mon, Jun 6 2011,1600,3165,3.3,2894,2.5,6059,2.9
Mon, Jun 6 2011,1700,3157,2.7,2932,2.4,6089,2.5
Mon, Jun 6 2011,1800,3161,2.8,2711,2.2,5872,2.5
Mon, Jun 6 2011,1900,2992,2.3,2696,3.3,5688,2.7
Mon, Jun 6 2011,2000,2893,2.8,2595,2.5,5488,2.6
Mon, Jun 6 2011,2100,2276,3.6,2085,2.9,4361,3.3
Mon, Jun 6 2011,2200,1922,2.9,1703,3.4,3625,3.1
Mon, Jun 6 2011,2300,1443,3.9,1302,2.4,2745,3.2
Mon, Jun 6 2011,2400,938,4.5,1039,3.3,1977,3.8
Tue, Jun 7 2011,0100,570,4.6,839,4.3,1409,4.4
Tue, Jun 7 2011,0200,335,6.6,505,6.3,840,6.4
Tue, Jun 7 2011,0300,173,12.7,241,17.4,414,15.5
Tue, Jun 7 2011,0400,118,16.9,140,17.1,258,17.1
Tue, Jun 7 2011,0500,148,20.3,123,26.8,271,23.2
Tue, Jun 7 2011,0600,418,9.3,239,27.6,657,16
Tue, Jun 7 2011,0700,952,10,706,23.1,1658,15.6
Tue, Jun 7 2011,0800,1337,18.8,1683,20.9,3020,20
Tue, Jun 7 2011,0900,2953,10.5,3918,12.1,6871,11.4
Tue, Jun 7 2011,1000,3862,8.3,4784,9.6,8646,9.1
Tue, Jun 7 2011,1100,3084,12.6,3443,10.5,6527,11.5
Tue, Jun 7 2011,1200,2664,14.5,2769,16.1,5433,15.3
Tue, Jun 7 2011,1300,2485,15.5,2714,15,5199,15.3
Tue, Jun 7 2011,1400,2746,15.7,2888,14.1,5634,14.9
Tue, Jun 7 2011,1500,3127,12.9,2777,12.4,5904,12.7
Tue, Jun 7 2011,1600,3211,14,3063,11.3,6274,12.7
Tue, Jun 7 2011,1700,3189,10.8,3288,11,6477,10.9
Tue, Jun 7 2011,1800,3986,8.8,3539,9.2,7525,9
Tue, Jun 7 2011,1900,4851,5.5,3832,6.6,8683,6
Tue, Jun 7 2011,2000,3940,5.7,3061,6.2,7001,5.9
Tue, Jun 7 2011,2100,2465,8.6,2244,5.3,4709,7
Tue, Jun 7 2011,2200,1717,8,1594,5.7,3311,6.9
Tue, Jun 7 2011,2300,1401,5.8,1234,6.2,2635,6
Tue, Jun 7 2011,2400,995,6.6,1061,5.7,2056,6.2
Wed, Jun 8 2011,0100,631,9.8,732,8.3,1363,9
Wed, Jun 8 2011,0200,264,18.6,365,14.2,629,16.1
Wed, Jun 8 2011,0300,147,25.9,258,27.1,405,26.7
Wed, Jun 8 2011,0400,119,24.4,137,29.2,256,27
Wed, Jun 8 2011,0500,171,28.7,118,25.4,289,27.3
Wed, Jun 8 2011,0600,408,15.4,287,25.1,695,19.4
Wed, Jun 8 2011,0700,891,11.8,626,17.9,1517,14.3
Wed, Jun 8 2011,0800,1354,18.5,1738,21.7,3092,20.3
Wed, Jun 8 2011,0900,3126,11.8,3783,11.8,6909,11.8
Wed, Jun 8 2011,1000,4025,8.9,4909,8.9,8934,8.9
Wed, Jun 8 2011,1100,3072,11.8,3470,11.5,6542,11.7
Wed, Jun 8 2011,1200,2474,15.4,2680,13,5154,14.1
Wed, Jun 8 2011,1300,2507,15.5,2680,15,5187,15.2
Wed, Jun 8 2011,1400,2749,15.4,2782,14.1,5531,14.7
Wed, Jun 8 2011,1500,2843,14.1,2797,13.2,5640,13.6
Wed, Jun 8 2011,1600,2950,12.6,2949,11.4,5899,12
Wed, Jun 8 2011,1700,3160,11.4,3029,11.7,6189,11.6
Wed, Jun 8 2011,1800,4073,7.9,3652,8.4,7725,8.1
Wed, Jun 8 2011,1900,4931,6.1,4088,7.3,9019,6.7
Wed, Jun 8 2011,2000,3926,5.9,3019,7.2,6945,6.5
Wed, Jun 8 2011,2100,2434,7,2186,4.9,4620,6
Wed, Jun 8 2011,2200,1731,6.5,1655,4.7,3386,5.6
Wed, Jun 8 2011,2300,1519,5.5,1493,5,3012,5.2
Wed, Jun 8 2011,2400,1054,6.5,1225,3.5,2279,4.9
Thu, Jun 9 2011,0100,663,8.3,774,5.7,1437,6.9
Thu, Jun 9 2011,0200,330,14.2,437,11.9,767,12.9
Thu, Jun 9 2011,0300,165,15.2,260,15,425,15.1
Thu, Jun 9 2011,0400,134,22.4,105,23.8,239,23
Thu, Jun 9 2011,0500,188,17,193,20.2,381,18.6
Thu, Jun 9 2011,0600,433,10.9,275,23.6,708,15.8
Thu, Jun 9 2011,0700,905,13.4,670,19.4,1575,15.9
Thu, Jun 9 2011,0800,1336,20,1730,21.5,3066,20.8
Thu, Jun 9 2011,0900,3060,11.3,3748,10.2,6808,10.7
Thu, Jun 9 2011,1000,3914,8.4,4847,8.6,8761,8.5
Thu, Jun 9 2011,1100,3030,12.2,3655,10.3,6685,11.2
Thu, Jun 9 2011,1200,2598,15.2,2774,13.8,5372,14.5
Thu, Jun 9 2011,1300,2495,15.3,2765,14.4,5260,14.8
Thu, Jun 9 2011,1400,2924,14.6,2778,14.5,5702,14.6
Thu, Jun 9 2011,1500,2970,13.8,2841,13,5811,13.4
Thu, Jun 9 2011,1600,3188,12.9,3088,11.4,6276,12.2
Thu, Jun 9 2011,1700,3323,11.6,3278,11.7,6601,11.6
Thu, Jun 9 2011,1800,4144,8.3,3699,8.5,7843,8.4
Thu, Jun 9 2011,1900,4629,6,4184,6.7,8813,6.4
Thu, Jun 9 2011,2000,3992,5.3,3217,6.8,7209,6
Thu, Jun 9 2011,2100,2575,6.4,2438,5.1,5013,5.8
Thu, Jun 9 2011,2200,1840,5.9,1714,5.5,3554,5.7
Thu, Jun 9 2011,2300,1746,5.2,1471,4.9,3217,5.1
Thu, Jun 9 2011,2400,1123,5.4,1293,4.1,2416,4.7
Fri, Jun 10 2011,0100,776,6.8,865,5.5,1641,6.2
Fri, Jun 10 2011,0200,392,13.8,562,7.1,954,9.9
Fri, Jun 10 2011,0300,191,20.9,289,19,480,19.8
Fri, Jun 10 2011,0400,142,26.1,131,31.3,273,28.6
Fri, Jun 10 2011,0500,202,18.3,156,26.3,358,21.8
Fri, Jun 10 2011,0600,442,12,280,21.1,722,15.5
Fri, Jun 10 2011,0700,889,15.2,703,23,1592,18.7
Fri, Jun 10 2011,0800,1334,21.4,1675,24.4,3009,23.1
Fri, Jun 10 2011,0900,2964,12.3,3698,13.1,6662,12.7
Fri, Jun 10 2011,1000,3906,9.2,4551,9,8457,9.1
Fri, Jun 10 2011,1100,3000,12.3,3545,11.8,6545,12
Fri, Jun 10 2011,1200,2595,15.1,2852,12.9,5447,13.9
Fri, Jun 10 2011,1300,2706,15.1,2928,13.1,5634,14.1
Fri, Jun 10 2011,1400,3052,14.6,3169,13.2,6221,13.9
Fri, Jun 10 2011,1500,3273,12.4,3105,12.4,6378,12.4
Fri, Jun 10 2011,1600,3489,11.1,3571,11.4,7060,11.3
Fri, Jun 10 2011,1700,3979,10.7,3792,8.8,7771,9.8
Fri, Jun 10 2011,1800,4342,8.2,3891,7.9,8233,8
Fri, Jun 10 2011,1900,4596,5.3,4004,6.8,8600,6
Fri, Jun 10 2011,2000,3594,5.8,3113,6.5,6707,6.1
Fri, Jun 10 2011,2100,2576,5.8,2372,4.9,4948,5.4
Fri, Jun 10 2011,2200,1973,6.1,1789,4.1,3762,5.1
Fri, Jun 10 2011,2300,1552,5.5,1557,3.7,3109,4.6
Fri, Jun 10 2011,2400,1076,6.4,1096,5.1,2172,5.8
Sat, Jun 11 2011,0100,752,6.4,1021,5.7,1773,6
Sat, Jun 11 2011,0200,480,10.8,594,7.6,1074,9
Sat, Jun 11 2011,0300,317,14.2,468,13.9,785,14
Sat, Jun 11 2011,0400,251,14.7,208,9.1,459,12.2
Sat, Jun 11 2011,0500,287,13.9,284,15.1,571,14.5
Sat, Jun 11 2011,0600,473,7.4,306,18.6,779,11.8
Sat, Jun 11 2011,0700,654,8.4,478,13.4,1132,10.5
Sat, Jun 11 2011,0800,789,13.2,758,21.6,1547,17.3
Sat, Jun 11 2011,0900,1216,12.4,1117,13.7,2333,13
Sat, Jun 11 2011,1000,1548,9.5,1786,8,3334,8.7
Sat, Jun 11 2011,1100,1963,6.5,2325,6.2,4288,6.4
Sat, Jun 11 2011,1200,2149,6.3,2560,5.8,4709,6
Sat, Jun 11 2011,1300,2616,5,2930,4.9,5546,4.9
Sat, Jun 11 2011,1400,2827,4.9,3078,4.8,5905,4.9
Sat, Jun 11 2011,1500,2997,3.3,2914,3,5911,3.2
Sat, Jun 11 2011,1600,3109,2.8,3083,2.8,6192,2.8
Sat, Jun 11 2011,1700,2868,2.1,2783,2.7,5651,2.4
Sat, Jun 11 2011,1800,2703,2.7,2586,2.5,5289,2.6
Sat, Jun 11 2011,1900,2680,2.4,2748,3.6,5428,3
Sat, Jun 11 2011,2000,2445,3.1,2407,2.9,4852,3
Sat, Jun 11 2011,2100,1909,2.7,1885,2.7,3794,2.7
Sat, Jun 11 2011,2200,1479,2.8,1508,2.9,2987,2.8
Sat, Jun 11 2011,2300,1087,3.2,989,2.8,2076,3
Sat, Jun 11 2011,2400,841,3.4,892,2.6,1733,3
Sun, Jun 12 2011,0100,746,2.5,793,3.2,1539,2.9
Sun, Jun 12 2011,0200,555,4.1,682,3.2,1237,3.6
Sun, Jun 12 2011,0300,327,5.5,511,6.7,838,6.2
Sun, Jun 12 2011,0400,234,7.3,253,7.5,487,7.4
Sun, Jun 12 2011,0500,257,6.2,231,6.9,488,6.6
Sun, Jun 12 2011,0600,466,3.9,304,6.9,770,5.1
Sun, Jun 12 2011,0700,581,2.9,487,4.3,1068,3.6
Sun, Jun 12 2011,0800,590,4.9,581,11,1171,7.9
Sun, Jun 12 2011,0900,792,4.5,699,6.2,1491,5.3
Sun, Jun 12 2011,1000,860,6,928,4.2,1788,5.1
Sun, Jun 12 2011,1100,1084,4.6,1256,4.4,2340,4.5
Sun, Jun 12 2011,1200,1363,4.4,1757,3,3120,3.6
Sun, Jun 12 2011,1300,1833,3.4,2104,3,3937,3.2
Sun, Jun 12 2011,1400,2278,2.6,2611,2,4889,2.2
Sun, Jun 12 2011,1500,2959,3.3,3177,2.2,6136,2.7
Sun, Jun 12 2011,1600,3098,2.3,2938,1.6,6036,2
Sun, Jun 12 2011,1700,2857,2.3,2562,2.2,5419,2.2
Sun, Jun 12 2011,1800,2587,2.1,2396,1.7,4983,1.9
Sun, Jun 12 2011,1900,2681,2.6,2266,3.5,4947,3
Sun, Jun 12 2011,2000,2951,3.6,2271,3.3,5222,3.5
Sun, Jun 12 2011,2100,2289,5.9,2015,2.5,4304,4.3
Sun, Jun 12 2011,2200,1778,4,1576,2.4,3354,3.2
Sun, Jun 12 2011,2300,1370,2.8,1240,2.7,2610,2.7
Sun, Jun 12 2011,2400,935,2.5,902,1.6,1837,2
Mon, Jun 13 2011,0100,588,4.1,856,3.5,1444,3.7
Mon, Jun 13 2011,0200,393,4.8,512,9.4,905,7.4
Mon, Jun 13 2011,0300,166,14.5,282,7.4,448,10
Mon, Jun 13 2011,0400,115,22.6,103,16.5,218,19.7
Mon, Jun 13 2011,0500,185,14.1,151,27.8,336,20.2
Mon, Jun 13 2011,0600,467,10.9,253,22.5,720,15
Mon, Jun 13 2011,0700,967,9.7,739,17.9,1706,13.2
Mon, Jun 13 2011,0800,1385,17.5,1727,17.7,3112,17.6
Mon, Jun 13 2011,0900,3195,10.8,3937,11.1,7132,11
Mon, Jun 13 2011,1000,3989,8.5,4971,8.3,8960,8.4
Mon, Jun 13 2011,1100,3022,12.7,3525,11,6547,11.8
Mon, Jun 13 2011,1200,2389,15.4,2780,14.9,5169,15.2
Mon, Jun 13 2011,1300,2420,16.5,2701,15.3,5121,15.9
Mon, Jun 13 2011,1400,2683,15.4,2664,15.8,5347,15.6
Mon, Jun 13 2011,1500,2959,13.9,2757,12.5,5716,13.2
Mon, Jun 13 2011,1600,2967,15,2902,13.3,5869,14.1
Mon, Jun 13 2011,1700,3224,12.4,3071,12.4,6295,12.4
Mon, Jun 13 2011,1800,4037,9.5,3489,8.8,7526,9.1
Mon, Jun 13 2011,1900,4763,5.1,3905,7.4,8668,6.1
Mon, Jun 13 2011,2000,3791,5.6,2944,6.9,6735,6.1
Mon, Jun 13 2011,2100,2274,7.5,2036,6,4310,6.8
Mon, Jun 13 2011,2200,1621,5.5,1510,5.1,3131,5.3
Mon, Jun 13 2011,2300,1261,6.1,1348,4.5,2609,5.3
Mon, Jun 13 2011,2400,1021,5.3,1126,4.6,2147,4.9
Tue, Jun 14 2011,0100,599,8.5,792,5.7,1391,6.9
Tue, Jun 14 2011,0200,313,11.2,376,11.4,689,11.3
Tue, Jun 14 2011,0300,156,19.9,252,17.9,408,18.6
Tue, Jun 14 2011,0400,100,23,108,22.2,208,22.6
Tue, Jun 14 2011,0500,162,18.5,107,30.8,269,23.4
Tue, Jun 14 2011,0600,477,9.9,292,23.6,769,15.1
Tue, Jun 14 2011,0700,992,11.4,669,18.7,1661,14.3
Tue, Jun 14 2011,0800,1315,19.4,1699,20.2,3014,19.9
Tue, Jun 14 2011,0900,3119,10.5,3931,11,7050,10.8
Tue, Jun 14 2011,1000,3966,9.4,4903,7.7,8869,8.4
Tue, Jun 14 2011,1100,3159,11.9,3725,11,6884,11.4
Tue, Jun 14 2011,1200,2584,14.9,2832,13.1,5416,14
Tue, Jun 14 2011,1300,2496,15.1,2643,14.8,5139,14.9
Tue, Jun 14 2011,1400,2756,15.7,2646,15,5402,15.3
Tue, Jun 14 2011,1500,3049,13.8,2795,14.3,5844,14
Tue, Jun 14 2011,1600,3007,12.2,2929,13,5936,12.6
Tue, Jun 14 2011,1700,3240,12.4,3170,11.2,6410,11.8
Tue, Jun 14 2011,1800,4107,9.7,3646,8.3,7753,9.1
Tue, Jun 14 2011,1900,4929,5,4052,6.8,8981,5.8
Tue, Jun 14 2011,2000,3885,5.1,3162,6.5,7047,5.7
Tue, Jun 14 2011,2100,2481,7.1,2168,5.1,4649,6.2
Tue, Jun 14 2011,2200,1771,6.1,1685,4.9,3456,5.5
Tue, Jun 14 2011,2300,1456,4,1477,4.3,2933,4.1
Tue, Jun 14 2011,2400,1002,5.2,1094,4.3,2096,4.7
Wed, Jun 15 2011,0100,670,5.8,824,7.4,1494,6.7
Wed, Jun 15 2011,0200,352,14.2,520,11.3,872,12.5
Wed, Jun 15 2011,0300,156,22.4,271,22.1,427,22.2
Wed, Jun 15 2011,0400,107,24.3,116,26.7,223,25.6
Wed, Jun 15 2011,0500,159,19.5,110,28.2,269,23
Wed, Jun 15 2011,0600,421,11.9,289,21.5,710,15.8
Wed, Jun 15 2011,0700,944,12.3,689,21.3,1633,16.1
Wed, Jun 15 2011,0800,1380,18.2,1682,20.8,3062,19.6
Wed, Jun 15 2011,0900,3105,11.5,3870,11.8,6975,11.7
Wed, Jun 15 2011,1000,4001,8.9,4893,8.4,8894,8.6
Wed, Jun 15 2011,1100,3088,12.2,3609,11.4,6697,11.8
Wed, Jun 15 2011,1200,2532,15.8,2781,14,5313,14.8
Wed, Jun 15 2011,1300,2544,15.4,2809,15.8,5353,15.6
Wed, Jun 15 2011,1400,2831,15.1,2816,14.4,5647,14.8
Wed, Jun 15 2011,1500,2973,14.1,2783,12.3,5756,13.3
Wed, Jun 15 2011,1600,3044,13.4,2965,12.7,6009,13
Wed, Jun 15 2011,1700,3263,11.3,3205,11.5,6468,11.4
Wed, Jun 15 2011,1800,4060,8.3,3585,8.9,7645,8.6
Wed, Jun 15 2011,1900,4961,5.4,4194,6.2,9155,5.8
Wed, Jun 15 2011,2000,3909,5.8,3053,7.1,6962,6.4
Wed, Jun 15 2011,2100,2462,6.9,2190,5.3,4652,6.1
Wed, Jun 15 2011,2200,1862,6.2,1678,5.4,3540,5.8
Wed, Jun 15 2011,2300,1555,4.5,1560,4.7,3115,4.6
Wed, Jun 15 2011,2400,1173,5,1388,3.9,2561,4.4
Thu, Jun 16 2011,0100,700,6.6,885,6.1,1585,6.3
Thu, Jun 16 2011,0200,358,7.8,397,13.1,755,10.6
Thu, Jun 16 2011,0300,168,19,259,15.8,427,17.1
Thu, Jun 16 2011,0400,120,24.2,122,27,242,25.6
Thu, Jun 16 2011,0500,184,20.1,134,21.6,318,20.8
Thu, Jun 16 2011,0600,443,11.1,273,24.5,716,16.2
Thu, Jun 16 2011,0700,874,13.3,651,20.3,1525,16.3
Thu, Jun 16 2011,0800,1318,18.3,1710,21.9,3028,20.3
Thu, Jun 16 2011,0900,2990,11.3,3875,10.8,6865,11
Thu, Jun 16 2011,1000,3985,8.9,4872,8.4,8857,8.6
Thu, Jun 16 2011,1100,3212,12.9,3777,10.2,6989,11.5
Thu, Jun 16 2011,1200,2564,13.3,2850,13.6,5414,13.5
Thu, Jun 16 2011,1300,2509,14,2615,13.2,5124,13.6
Thu, Jun 16 2011,1400,2848,13.3,2882,14.2,5730,13.8
Thu, Jun 16 2011,1500,3049,12.7,2949,11.9,5998,12.3
Thu, Jun 16 2011,1600,3201,12.5,3057,12,6258,12.3
Thu, Jun 16 2011,1700,3235,10.6,3159,9.9,6394,10.2
Thu, Jun 16 2011,1800,4138,8.3,3760,8.1,7898,8.2
Thu, Jun 16 2011,1900,4809,4.7,4033,6.1,8842,5.4
Thu, Jun 16 2011,2000,3996,5.1,3179,5.5,7175,5.3
Thu, Jun 16 2011,2100,2623,5.8,2418,4.8,5041,5.3
Thu, Jun 16 2011,2200,1977,5.4,1682,4.1,3659,4.8
Thu, Jun 16 2011,2300,1724,4.6,1485,4.8,3209,4.7
Thu, Jun 16 2011,2400,1140,5.4,1461,3.7,2601,4.5
Fri, Jun 17 2011,0100,736,4.6,910,6.2,1646,5.5
Fri, Jun 17 2011,0200,432,13,604,6.8,1036,9.4
Fri, Jun 17 2011,0300,181,11,321,13.4,502,12.5
Fri, Jun 17 2011,0400,153,26.1,116,24.1,269,25.3
Fri, Jun 17 2011,0500,185,16.2,158,22.2,343,19
Fri, Jun 17 2011,0600,487,9.9,291,21.6,778,14.3
Fri, Jun 17 2011,0700,921,13.6,726,18.2,1647,15.6
Fri, Jun 17 2011,0800,1310,19.1,1575,21.3,2885,20.3
Fri, Jun 17 2011,0900,2901,12.4,3532,11.7,6433,12
Fri, Jun 17 2011,1000,3759,8.9,4649,8.4,8408,8.6
Fri, Jun 17 2011,1100,2996,12.2,3471,11.8,6467,12
Fri, Jun 17 2011,1200,2545,15,2908,12.6,5453,13.7
Fri, Jun 17 2011,1300,2636,14.2,3008,14.4,5644,14.3
Fri, Jun 17 2011,1400,3114,12.4,3097,12.2,6211,12.3
Fri, Jun 17 2011,1500,3376,11.3,3024,10.9,6400,11.1
Fri, Jun 17 2011,1600,3524,11.5,3450,9.7,6974,10.6
Fri, Jun 17 2011,1700,3934,8.6,3693,9,7627,8.8
Fri, Jun 17 2011,1800,4378,7,3867,7.2,8245,7.1
Fri, Jun 17 2011,1900,4597,5.1,3956,6,8553,5.5
Fri, Jun 17 2011,2000,3690,5,3253,4.7,6943,4.9
Fri, Jun 17 2011,2100,2705,6.3,2512,4.8,5217,5.6
Fri, Jun 17 2011,2200,2069,5.4,1937,3.7,4006,4.6
Fri, Jun 17 2011,2300,1695,4.3,1539,3.8,3234,4.1
Fri, Jun 17 2011,2400,1163,5,1412,3.4,2575,4.1
Sat, Jun 18 2011,0100,815,4.4,959,5,1774,4.7
Sat, Jun 18 2011,0200,568,10.6,762,4.9,1330,7.3
Sat, Jun 18 2011,0300,335,12.2,542,9.6,877,10.6
Sat, Jun 18 2011,0400,234,12.8,227,9.7,461,11.3
Sat, Jun 18 2011,0500,276,10.9,267,11.2,543,11
Sat, Jun 18 2011,0600,506,6.5,317,12.3,823,8.7
Sat, Jun 18 2011,0700,693,7.5,494,11.5,1187,9.2
Sat, Jun 18 2011,0800,758,14.2,758,22.2,1516,18.2
Sat, Jun 18 2011,0900,1327,12.2,1105,10.3,2432,11.3
Sat, Jun 18 2011,1000,1617,9.3,1673,6.9,3290,8.1
Sat, Jun 18 2011,1100,1950,7.9,2208,7,4158,7.5
Sat, Jun 18 2011,1200,2139,6.4,2437,4.7,4576,5.5
Sat, Jun 18 2011,1300,2510,4.2,2815,4.4,5325,4.3
Sat, Jun 18 2011,1400,2826,4.1,3123,4.8,5949,4.5
Sat, Jun 18 2011,1500,3176,2.7,3377,2.8,6553,2.8
Sat, Jun 18 2011,1600,3172,2.5,3292,2.6,6464,2.6
Sat, Jun 18 2011,1700,3076,2.8,3129,2.3,6205,2.6
Sat, Jun 18 2011,1800,2954,2.5,3058,2.4,6012,2.4
Sat, Jun 18 2011,1900,2726,2.6,2955,3.8,5681,3.3
Sat, Jun 18 2011,2000,2612,2.8,2448,2.9,5060,2.9
Sat, Jun 18 2011,2100,2148,3.8,1925,3.9,4073,3.9
Sat, Jun 18 2011,2200,1465,2.9,1457,3.2,2922,3
Sat, Jun 18 2011,2300,1131,2.7,1114,2.2,2245,2.5
Sat, Jun 18 2011,2400,956,3,850,2.5,1806,2.8
Sun, Jun 19 2011,0100,954,1.6,958,2.5,1912,2
Sun, Jun 19 2011,0200,812,3.1,1014,3,1826,3
Sun, Jun 19 2011,0300,388,3.6,654,4.6,1042,4.2
Sun, Jun 19 2011,0400,277,5.1,320,5,597,5
Sun, Jun 19 2011,0500,283,3.2,293,7.2,576,5.2
Sun, Jun 19 2011,0600,545,3.7,329,6.7,874,4.8
Sun, Jun 19 2011,0700,672,2.4,433,4.8,1105,3.3
Sun, Jun 19 2011,0800,582,5.5,566,10.1,1148,7.8
Sun, Jun 19 2011,0900,774,5,695,8.3,1469,6.6
Sun, Jun 19 2011,1000,902,3.9,932,5.2,1834,4.5
Sun, Jun 19 2011,1100,1265,4.3,1391,3.9,2656,4.1
Sun, Jun 19 2011,1200,1625,3,1825,2.2,3450,2.6
Sun, Jun 19 2011,1300,2250,2.7,2395,2.4,4645,2.5
Sun, Jun 19 2011,1400,2959,2,2909,1.8,5868,1.9
Sun, Jun 19 2011,1500,3399,1.9,3151,1.4,6550,1.7
Sun, Jun 19 2011,1600,3576,1.6,3101,1.5,6677,1.6
Sun, Jun 19 2011,1700,3069,1.2,3047,1.7,6116,1.5
Sun, Jun 19 2011,1800,3003,1.4,2798,1.4,5801,1.4
Sun, Jun 19 2011,1900,3054,2.1,2966,2.9,6020,2.5
Sun, Jun 19 2011,2000,2883,3,2800,2.6,5683,2.8
Sun, Jun 19 2011,2100,2455,3.6,2379,2.1,4834,2.9
Sun, Jun 19 2011,2200,1946,2.7,1952,2.2,3898,2.4
Sun, Jun 19 2011,2300,1448,1.9,1390,3.3,2838,2.6
Sun, Jun 19 2011,2400,1042,2.5,1080,2.5,2122,2.5
Mon, Jun 20 2011,0100,878,3,1145,2.4,2023,2.7
Mon, Jun 20 2011,0200,785,3.1,901,5.2,1686,4.2
Mon, Jun 20 2011,0300,277,6.9,429,5.6,706,6.1
Mon, Jun 20 2011,0400,134,12.7,178,15.2,312,14.1
Mon, Jun 20 2011,0500,183,16.4,129,19.4,312,17.6
Mon, Jun 20 2011,0600,499,7,295,19,794,11.5
Mon, Jun 20 2011,0700,1064,8.2,765,16.6,1829,11.7
Mon, Jun 20 2011,0800,1397,17.1,1731,17.4,3128,17.3
Mon, Jun 20 2011,0900,2960,10.2,3735,11.1,6695,10.7
Mon, Jun 20 2011,1000,3865,8.4,4916,8,8781,8.2
Mon, Jun 20 2011,1100,3017,12.1,3455,11.1,6472,11.5
Mon, Jun 20 2011,1200,2546,15.3,2777,13.8,5323,14.5
Mon, Jun 20 2011,1300,2554,13.7,2667,14.1,5221,13.9
Mon, Jun 20 2011,1400,2821,13.9,2753,12.7,5574,13.3
Mon, Jun 20 2011,1500,2935,12.4,2919,13.1,5854,12.7
Mon, Jun 20 2011,1600,3000,13.1,2966,12.4,5966,12.8
Mon, Jun 20 2011,1700,3237,11.9,3111,11.8,6348,11.9
Mon, Jun 20 2011,1800,4015,8.2,3463,8.3,7478,8.3
Mon, Jun 20 2011,1900,4742,5.2,3909,6.3,8651,5.7
Mon, Jun 20 2011,2000,3712,6,2888,5.6,6600,5.8
Mon, Jun 20 2011,2100,2215,7.6,1951,4.9,4166,6.3
Mon, Jun 20 2011,2200,1566,6.4,1477,5.3,3043,5.9
Mon, Jun 20 2011,2300,1190,6.7,1156,4.2,2346,5.5
Mon, Jun 20 2011,2400,983,7.2,1022,4.4,2005,5.8
